tile_id,x0,y0,x1,y1,lr_shape,sr_shape,gt_shape
tile_0288,-5712465.83,-3496026.65,-5711725.6,-3495286.41,64x64,310x310,1829x1829
tile_0289,-5711725.6,-3496026.65,-5710985.37,-3495286.41,64x64,310x310,1829x1829
tile_0290,-5710985.37,-3496026.65,-5710245.13,-3495286.41,64x64,310x310,1829x1829
tile_0291,-5710245.13,-3496026.65,-5709504.9,-3495286.41,64x64,310x310,1829x1829
tile_0292,-5709504.9,-3496026.65,-5708764.66,-3495286.41,64x64,310x310,1829x1829
tile_0293,-5708764.66,-3496026.65,-5708024.43,-3495286.41,64x64,310x310,1829x1829
tile_0294,-5708024.43,-3496026.65,-5707284.2,-3495286.41,64x64,310x310,1829x1829
tile_0295,-5707284.2,-3496026.65,-5706543.96,-3495286.41,64x64,310x310,1829x1829
tile_0296,-5706543.96,-3496026.65,-5705803.73,-3495286.41,64x64,310x310,1829x1829
tile_0297,-5705803.73,-3496026.65,-5705063.5,-3495286.41,64x64,310x310,1829x1829
tile_0298,-5705063.5,-3496026.65,-5704323.26,-3495286.41,64x64,310x310,1829x1829
tile_0299,-5721348.64,-3495286.41,-5720608.4,-3494546.18,64x64,310x310,1829x1829
tile_0300,-5720608.4,-3495286.41,-5719868.17,-3494546.18,64x64,310x310,1829x1829
tile_0301,-5719868.17,-3495286.41,-5719127.94,-3494546.18,64x64,310x310,1829x1829
tile_0302,-5719127.94,-3495286.41,-5718387.7,-3494546.18,64x64,310x310,1829x1829
tile_0303,-5718387.7,-3495286.41,-5717647.47,-3494546.18,64x64,310x310,1829x1829
tile_0304,-5717647.47,-3495286.41,-5716907.24,-3494546.18,64x64,310x310,1829x1829
tile_0305,-5716907.24,-3495286.41,-5716167.0,-3494546.18,64x64,310x310,1829x1829
tile_0306,-5716167.0,-3495286.41,-5715426.77,-3494546.18,64x64,310x310,1829x1829
tile_0307,-5715426.77,-3495286.41,-5714686.53,-3494546.18,64x64,310x310,1829x1829
tile_0308,-5714686.53,-3495286.41,-5713946.3,-3494546.18,64x64,310x310,1829x1829
tile_0309,-5713946.3,-3495286.41,-5713206.07,-3494546.18,64x64,310x310,1829x1829
tile_0310,-5713206.07,-3495286.41,-5712465.83,-3494546.18,64x64,310x310,1829x1829
tile_0311,-5712465.83,-3495286.41,-5711725.6,-3494546.18,64x64,310x310,1829x1829
tile_0312,-5711725.6,-3495286.41,-5710985.37,-3494546.18,64x64,310x310,1829x1829
tile_0313,-5710985.37,-3495286.41,-5710245.13,-3494546.18,64x64,310x310,1829x1829
tile_0314,-5710245.13,-3495286.41,-5709504.9,-3494546.18,64x64,310x310,1829x1829
tile_0315,-5709504.9,-3495286.41,-5708764.66,-3494546.18,64x64,310x310,1829x1829
tile_0316,-5708764.66,-3495286.41,-5708024.43,-3494546.18,64x64,310x310,1829x1829
tile_0317,-5708024.43,-3495286.41,-5707284.2,-3494546.18,64x64,310x310,1829x1829
tile_0318,-5707284.2,-3495286.41,-5706543.96,-3494546.18,64x64,310x310,1829x1829
tile_0319,-5706543.96,-3495286.41,-5705803.73,-3494546.18,64x64,310x310,1829x1829
tile_0320,-5705803.73,-3495286.41,-5705063.5,-3494546.18,64x64,310x310,1829x1829
tile_0321,-5705063.5,-3495286.41,-5704323.26,-3494546.18,64x64,310x310,1829x1829
tile_0322,-5721348.64,-3494546.18,-5720608.4,-3493805.95,64x64,310x310,1829x1829
tile_0323,-5720608.4,-3494546.18,-5719868.17,-3493805.95,64x64,310x310,1829x1829
tile_0324,-5719868.17,-3494546.18,-5719127.94,-3493805.95,64x64,310x310,1829x1829
tile_0325,-5719127.94,-3494546.18,-5718387.7,-3493805.95,64x64,310x310,1829x1829
tile_0326,-5718387.7,-3494546.18,-5717647.47,-3493805.95,64x64,310x310,1829x1829
tile_0327,-5717647.47,-3494546.18,-5716907.24,-3493805.95,64x64,310x310,1829x1829
tile_0328,-5716907.24,-3494546.18,-5716167.0,-3493805.95,64x64,310x310,1829x1829
tile_0329,-5716167.0,-3494546.18,-5715426.77,-3493805.95,64x64,310x310,1829x1829
tile_0330,-5715426.77,-3494546.18,-5714686.53,-3493805.95,64x64,310x310,1829x1829
tile_0331,-5714686.53,-3494546.18,-5713946.3,-3493805.95,64x64,310x310,1829x1829
tile_0332,-5713946.3,-3494546.18,-5713206.07,-3493805.95,64x64,310x310,1829x1829
tile_0333,-5713206.07,-3494546.18,-5712465.83,-3493805.95,64x64,310x310,1829x1829
tile_0334,-5712465.83,-3494546.18,-5711725.6,-3493805.95,64x64,310x310,1829x1829
tile_0335,-5711725.6,-3494546.18,-5710985.37,-3493805.95,64x64,310x310,1829x1829
tile_0336,-5710985.37,-3494546.18,-5710245.13,-3493805.95,64x64,310x310,1829x1829
tile_0337,-5710245.13,-3494546.18,-5709504.9,-3493805.95,64x64,310x310,1829x1829
tile_0338,-5709504.9,-3494546.18,-5708764.66,-3493805.95,64x64,310x310,1829x1829
tile_0339,-5708764.66,-3494546.18,-5708024.43,-3493805.95,64x64,310x310,1829x1829
tile_0340,-5708024.43,-3494546.18,-5707284.2,-3493805.95,64x64,310x310,1829x1829
tile_0341,-5707284.2,-3494546.18,-5706543.96,-3493805.95,64x64,310x310,1829x1829
tile_0342,-5706543.96,-3494546.18,-5705803.73,-3493805.95,64x64,310x310,1829x1829
tile_0343,-5705803.73,-3494546.18,-5705063.5,-3493805.95,64x64,310x310,1829x1829
tile_0344,-5705063.5,-3494546.18,-5704323.26,-3493805.95,64x64,310x310,1829x1829
tile_0345,-5721348.64,-3493805.95,-5720608.4,-3493065.71,64x64,310x310,1829x1829
tile_0346,-5720608.4,-3493805.95,-5719868.17,-3493065.71,64x64,310x310,1829x1829
tile_0347,-5719868.17,-3493805.95,-5719127.94,-3493065.71,64x64,310x310,1829x1829
tile_0348,-5719127.94,-3493805.95,-5718387.7,-3493065.71,64x64,310x310,1829x1829
tile_0349,-5718387.7,-3493805.95,-5717647.47,-3493065.71,64x64,310x310,1829x1829
tile_0350,-5717647.47,-3493805.95,-5716907.24,-3493065.71,64x64,310x310,1829x1829
tile_0351,-5716907.24,-3493805.95,-5716167.0,-3493065.71,64x64,310x310,1829x1829
tile_0352,-5716167.0,-3493805.95,-5715426.77,-3493065.71,64x64,310x310,1829x1829
tile_0353,-5715426.77,-3493805.95,-5714686.53,-3493065.71,64x64,310x310,1829x1829
tile_0354,-5714686.53,-3493805.95,-5713946.3,-3493065.71,64x64,310x310,1829x1829
tile_0355,-5713946.3,-3493805.95,-5713206.07,-3493065.71,64x64,310x310,1829x1829
tile_0356,-5713206.07,-3493805.95,-5712465.83,-3493065.71,64x64,310x310,1829x1829
tile_0357,-5712465.83,-3493805.95,-5711725.6,-3493065.71,64x64,310x310,1829x1829
tile_0358,-5711725.6,-3493805.95,-5710985.37,-3493065.71,64x64,310x310,1829x1829
tile_0359,-5710985.37,-3493805.95,-5710245.13,-3493065.71,64x64,310x310,1829x1829
tile_0360,-5710245.13,-3493805.95,-5709504.9,-3493065.71,64x64,310x310,1829x1829
tile_0361,-5709504.9,-3493805.95,-5708764.66,-3493065.71,64x64,310x310,1829x1829
tile_0362,-5708764.66,-3493805.95,-5708024.43,-3493065.71,64x64,310x310,1829x1829
tile_0363,-5708024.43,-3493805.95,-5707284.2,-3493065.71,64x64,310x310,1829x1829
tile_0364,-5707284.2,-3493805.95,-5706543.96,-3493065.71,64x64,310x310,1829x1829
tile_0365,-5706543.96,-3493805.95,-5705803.73,-3493065.71,64x64,310x310,1829x1829
tile_0366,-5705803.73,-3493805.95,-5705063.5,-3493065.71,64x64,310x310,1829x1829
tile_0367,-5705063.5,-3493805.95,-5704323.26,-3493065.71,64x64,310x310,1829x1829
tile_0368,-5721348.64,-3493065.71,-5720608.4,-3492325.48,64x64,310x310,1829x1829
tile_0369,-5720608.4,-3493065.71,-5719868.17,-3492325.48,64x64,310x310,1829x1829
tile_0370,-5719868.17,-3493065.71,-5719127.94,-3492325.48,64x64,310x310,1829x1829
tile_0371,-5719127.94,-3493065.71,-5718387.7,-3492325.48,64x64,310x310,1829x1829
tile_0372,-5718387.7,-3493065.71,-5717647.47,-3492325.48,64x64,310x310,1829x1829
tile_0373,-5717647.47,-3493065.71,-5716907.24,-3492325.48,64x64,310x310,1829x1829
tile_0374,-5716907.24,-3493065.71,-5716167.0,-3492325.48,64x64,310x310,1829x1829
tile_0375,-5716167.0,-3493065.71,-5715426.77,-3492325.48,64x64,310x310,1829x1829
tile_0376,-5715426.77,-3493065.71,-5714686.53,-3492325.48,64x64,310x310,1829x1829
tile_0377,-5714686.53,-3493065.71,-5713946.3,-3492325.48,64x64,310x310,1829x1829
tile_0378,-5713946.3,-3493065.71,-5713206.07,-3492325.48,64x64,310x310,1829x1829
tile_0379,-5713206.07,-3493065.71,-5712465.83,-3492325.48,64x64,310x310,1829x1829
tile_0380,-5712465.83,-3493065.71,-5711725.6,-3492325.48,64x64,310x310,1829x1829
tile_0381,-5711725.6,-3493065.71,-5710985.37,-3492325.48,64x64,310x310,1829x1829
tile_0382,-5710985.37,-3493065.71,-5710245.13,-3492325.48,64x64,310x310,1829x1829
tile_0383,-5710245.13,-3493065.71,-5709504.9,-3492325.48,64x64,310x310,1829x1829
tile_0384,-5709504.9,-3493065.71,-5708764.66,-3492325.48,64x64,310x310,1829x1829
tile_0385,-5708764.66,-3493065.71,-5708024.43,-3492325.48,64x64,310x310,1829x1829
tile_0386,-5708024.43,-3493065.71,-5707284.2,-3492325.48,64x64,310x310,1829x1829
tile_0387,-5707284.2,-3493065.71,-5706543.96,-3492325.48,64x64,310x310,1829x1829
tile_0388,-5706543.96,-3493065.71,-5705803.73,-3492325.48,64x64,310x310,1829x1829
tile_0389,-5705803.73,-3493065.71,-5705063.5,-3492325.48,64x64,310x310,1829x1829
tile_0390,-5705063.5,-3493065.71,-5704323.26,-3492325.48,64x64,310x310,1829x1829
tile_0391,-5721348.64,-3492325.48,-5720608.4,-3491585.25,64x64,310x310,1829x1829
tile_0392,-5720608.4,-3492325.48,-5719868.17,-3491585.25,64x64,310x310,1829x1829
tile_0393,-5719868.17,-3492325.48,-5719127.94,-3491585.25,64x64,310x310,1829x1829
tile_0394,-5719127.94,-3492325.48,-5718387.7,-3491585.25,64x64,310x310,1829x1829
tile_0395,-5718387.7,-3492325.48,-5717647.47,-3491585.25,64x64,310x310,1829x1829
tile_0396,-5717647.47,-3492325.48,-5716907.24,-3491585.25,64x64,310x310,1829x1829
tile_0397,-5716907.24,-3492325.48,-5716167.0,-3491585.25,64x64,310x310,1829x1829
tile_0398,-5716167.0,-3492325.48,-5715426.77,-3491585.25,64x64,310x310,1829x1829
tile_0399,-5715426.77,-3492325.48,-5714686.53,-3491585.25,64x64,310x310,1829x1829
tile_0400,-5714686.53,-3492325.48,-5713946.3,-3491585.25,64x64,310x310,1829x1829
tile_0401,-5713946.3,-3492325.48,-5713206.07,-3491585.25,64x64,310x310,1829x1829
tile_0402,-5713206.07,-3492325.48,-5712465.83,-3491585.25,64x64,310x310,1829x1829
tile_0403,-5712465.83,-3492325.48,-5711725.6,-3491585.25,64x64,310x310,1829x1829
tile_0404,-5711725.6,-3492325.48,-5710985.37,-3491585.25,64x64,310x310,1829x1829
tile_0405,-5710985.37,-3492325.48,-5710245.13,-3491585.25,64x64,310x310,1829x1829
tile_0406,-5710245.13,-3492325.48,-5709504.9,-3491585.25,64x64,310x310,1829x1829
tile_0407,-5709504.9,-3492325.48,-5708764.66,-3491585.25,64x64,310x310,1829x1829
tile_0408,-5708764.66,-3492325.48,-5708024.43,-3491585.25,64x64,310x310,1829x1829
tile_0409,-5708024.43,-3492325.48,-5707284.2,-3491585.25,64x64,310x310,1829x1829
tile_0410,-5707284.2,-3492325.48,-5706543.96,-3491585.25,64x64,310x310,1829x1829
tile_0411,-5706543.96,-3492325.48,-5705803.73,-3491585.25,64x64,310x310,1829x1829
tile_0412,-5705803.73,-3492325.48,-5705063.5,-3491585.25,64x64,310x310,1829x1829
tile_0413,-5705063.5,-3492325.48,-5704323.26,-3491585.25,64x64,310x310,1829x1829
tile_0414,-5721348.64,-3491585.25,-5720608.4,-3490845.01,64x64,310x310,1829x1829
tile_0415,-5720608.4,-3491585.25,-5719868.17,-3490845.01,64x64,310x310,1829x1829
tile_0416,-5719868.17,-3491585.25,-5719127.94,-3490845.01,64x64,310x310,1829x1829
tile_0417,-5719127.94,-3491585.25,-5718387.7,-3490845.01,64x64,310x310,1829x1829
tile_0418,-5718387.7,-3491585.25,-5717647.47,-3490845.01,64x64,310x310,1829x1829
tile_0419,-5717647.47,-3491585.25,-5716907.24,-3490845.01,64x64,310x310,1829x1829
tile_0420,-5716907.24,-3491585.25,-5716167.0,-3490845.01,64x64,310x310,1829x1829
tile_0421,-5716167.0,-3491585.25,-5715426.77,-3490845.01,64x64,310x310,1829x1829
tile_0422,-5715426.77,-3491585.25,-5714686.53,-3490845.01,64x64,310x310,1829x1829
tile_0423,-5714686.53,-3491585.25,-5713946.3,-3490845.01,64x64,310x310,1829x1829
tile_0424,-5713946.3,-3491585.25,-5713206.07,-3490845.01,64x64,310x310,1829x1829
tile_0425,-5713206.07,-3491585.25,-5712465.83,-3490845.01,64x64,310x310,1829x1829
tile_0426,-5712465.83,-3491585.25,-5711725.6,-3490845.01,64x64,310x310,1829x1829
tile_0427,-5711725.6,-3491585.25,-5710985.37,-3490845.01,64x64,310x310,1829x1829
tile_0428,-5710985.37,-3491585.25,-5710245.13,-3490845.01,64x64,310x310,1829x1829
tile_0429,-5710245.13,-3491585.25,-5709504.9,-3490845.01,64x64,310x310,1829x1829
tile_0430,-5709504.9,-3491585.25,-5708764.66,-3490845.01,64x64,310x310,1829x1829
tile_0431,-5708764.66,-3491585.25,-5708024.43,-3490845.01,64x64,310x310,1829x1829
tile_0432,-5708024.43,-3491585.25,-5707284.2,-3490845.01,64x64,310x310,1829x1829
tile_0433,-5707284.2,-3491585.25,-5706543.96,-3490845.01,64x64,310x310,1829x1829
tile_0434,-5706543.96,-3491585.25,-5705803.73,-3490845.01,64x64,310x310,1829x1829
tile_0435,-5705803.73,-3491585.25,-5705063.5,-3490845.01,64x64,310x310,1829x1829
tile_0436,-5705063.5,-3491585.25,-5704323.26,-3490845.01,64x64,310x310,1829x1829
tile_0437,-5721348.64,-3490845.01,-5720608.4,-3490104.78,64x64,310x310,1829x1829
tile_0438,-5720608.4,-3490845.01,-5719868.17,-3490104.78,64x64,310x310,1829x1829
tile_0439,-5719868.17,-3490845.01,-5719127.94,-3490104.78,64x64,310x310,1829x1829
tile_0440,-5719127.94,-3490845.01,-5718387.7,-3490104.78,64x64,310x310,1829x1829
tile_0441,-5718387.7,-3490845.01,-5717647.47,-3490104.78,64x64,310x310,1829x1829
tile_0442,-5717647.47,-3490845.01,-5716907.24,-3490104.78,64x64,310x310,1829x1829
tile_0443,-5716907.24,-3490845.01,-5716167.0,-3490104.78,64x64,310x310,1829x1829
tile_0444,-5716167.0,-3490845.01,-5715426.77,-3490104.78,64x64,310x310,1829x1829
tile_0445,-5715426.77,-3490845.01,-5714686.53,-3490104.78,64x64,310x310,1829x1829
tile_0446,-5714686.53,-3490845.01,-5713946.3,-3490104.78,64x64,310x310,1829x1829
tile_0447,-5713946.3,-3490845.01,-5713206.07,-3490104.78,64x64,310x310,1829x1829
tile_0448,-5713206.07,-3490845.01,-5712465.83,-3490104.78,64x64,310x310,1829x1829
tile_0449,-5712465.83,-3490845.01,-5711725.6,-3490104.78,64x64,310x310,1829x1829
tile_0450,-5711725.6,-3490845.01,-5710985.37,-3490104.78,64x64,310x310,1829x1829
tile_0451,-5710985.37,-3490845.01,-5710245.13,-3490104.78,64x64,310x310,1829x1829
tile_0452,-5710245.13,-3490845.01,-5709504.9,-3490104.78,64x64,310x310,1829x1829
tile_0453,-5709504.9,-3490845.01,-5708764.66,-3490104.78,64x64,310x310,1829x1829
tile_0454,-5708764.66,-3490845.01,-5708024.43,-3490104.78,64x64,310x310,1829x1829
tile_0455,-5708024.43,-3490845.01,-5707284.2,-3490104.78,64x64,310x310,1829x1829
tile_0456,-5707284.2,-3490845.01,-5706543.96,-3490104.78,64x64,310x310,1829x1829
tile_0457,-5706543.96,-3490845.01,-5705803.73,-3490104.78,64x64,310x310,1829x1829
tile_0458,-5705803.73,-3490845.01,-5705063.5,-3490104.78,64x64,310x310,1829x1829
tile_0459,-5705063.5,-3490845.01,-5704323.26,-3490104.78,64x64,310x310,1829x1829
tile_0460,-5721348.64,-3490104.78,-5720608.4,-3489364.54,64x64,310x310,1829x1829
tile_0461,-5720608.4,-3490104.78,-5719868.17,-3489364.54,64x64,310x310,1829x1829
tile_0462,-5719868.17,-3490104.78,-5719127.94,-3489364.54,64x64,310x310,1829x1829
tile_0463,-5719127.94,-3490104.78,-5718387.7,-3489364.54,64x64,310x310,1829x1829
tile_0464,-5718387.7,-3490104.78,-5717647.47,-3489364.54,64x64,310x310,1829x1829
tile_0465,-5717647.47,-3490104.78,-5716907.24,-3489364.54,64x64,310x310,1829x1829
tile_0466,-5716907.24,-3490104.78,-5716167.0,-3489364.54,64x64,310x310,1829x1829
tile_0467,-5716167.0,-3490104.78,-5715426.77,-3489364.54,64x64,310x310,1829x1829
tile_0468,-5715426.77,-3490104.78,-5714686.53,-3489364.54,64x64,310x310,1829x1829
tile_0469,-5714686.53,-3490104.78,-5713946.3,-3489364.54,64x64,310x310,1829x1829
tile_0470,-5713946.3,-3490104.78,-5713206.07,-3489364.54,64x64,310x310,1829x1829
tile_0471,-5713206.07,-3490104.78,-5712465.83,-3489364.54,64x64,310x310,1829x1829
tile_0472,-5712465.83,-3490104.78,-5711725.6,-3489364.54,64x64,310x310,1829x1829
tile_0473,-5711725.6,-3490104.78,-5710985.37,-3489364.54,64x64,310x310,1829x1829
tile_0474,-5710985.37,-3490104.78,-5710245.13,-3489364.54,64x64,310x310,1829x1829
tile_0475,-5710245.13,-3490104.78,-5709504.9,-3489364.54,64x64,310x310,1829x1829
tile_0476,-5709504.9,-3490104.78,-5708764.66,-3489364.54,64x64,310x310,1829x1829
tile_0477,-5708764.66,-3490104.78,-5708024.43,-3489364.54,64x64,310x310,1829x1829
tile_0478,-5708024.43,-3490104.78,-5707284.2,-3489364.54,64x64,310x310,1829x1829
tile_0479,-5707284.2,-3490104.78,-5706543.96,-3489364.54,64x64,310x310,1829x1829
tile_0480,-5706543.96,-3490104.78,-5705803.73,-3489364.54,64x64,310x310,1829x1829
tile_0481,-5705803.73,-3490104.78,-5705063.5,-3489364.54,64x64,310x310,1829x1829
tile_0482,-5705063.5,-3490104.78,-5704323.26,-3489364.54,64x64,310x310,1829x1829
tile_0483,-5721348.64,-3489364.54,-5720608.4,-3488624.31,64x64,310x310,1829x1829
tile_0484,-5720608.4,-3489364.54,-5719868.17,-3488624.31,64x64,310x310,1829x1829
tile_0485,-5719868.17,-3489364.54,-5719127.94,-3488624.31,64x64,310x310,1829x1829
tile_0486,-5719127.94,-3489364.54,-5718387.7,-3488624.31,64x64,310x310,1829x1829
tile_0487,-5718387.7,-3489364.54,-5717647.47,-3488624.31,64x64,310x310,1829x1829
tile_0488,-5717647.47,-3489364.54,-5716907.24,-3488624.31,64x64,310x310,1829x1829
tile_0489,-5716907.24,-3489364.54,-5716167.0,-3488624.31,64x64,310x310,1829x1829
tile_0490,-5716167.0,-3489364.54,-5715426.77,-3488624.31,64x64,310x310,1829x1829
tile_0491,-5715426.77,-3489364.54,-5714686.53,-3488624.31,64x64,310x310,1829x1829
tile_0492,-5714686.53,-3489364.54,-5713946.3,-3488624.31,64x64,310x310,1829x1829
tile_0493,-5713946.3,-3489364.54,-5713206.07,-3488624.31,64x64,310x310,1829x1829
tile_0494,-5713206.07,-3489364.54,-5712465.83,-3488624.31,64x64,310x310,1829x1829
tile_0495,-5712465.83,-3489364.54,-5711725.6,-3488624.31,64x64,310x310,1829x1829
tile_0496,-5711725.6,-3489364.54,-5710985.37,-3488624.31,64x64,310x310,1829x1829
tile_0497,-5710985.37,-3489364.54,-5710245.13,-3488624.31,64x64,310x310,1829x1829
tile_0498,-5710245.13,-3489364.54,-5709504.9,-3488624.31,64x64,310x310,1829x1829
tile_0499,-5709504.9,-3489364.54,-5708764.66,-3488624.31,64x64,310x310,1829x1829
tile_0500,-5708764.66,-3489364.54,-5708024.43,-3488624.31,64x64,310x310,1829x1829
tile_0501,-5708024.43,-3489364.54,-5707284.2,-3488624.31,64x64,310x310,1829x1829
tile_0502,-5707284.2,-3489364.54,-5706543.96,-3488624.31,64x64,310x310,1829x1829
tile_0503,-5706543.96,-3489364.54,-5705803.73,-3488624.31,64x64,310x310,1829x1829
tile_0504,-5705803.73,-3489364.54,-5705063.5,-3488624.31,64x64,310x310,1829x1829
tile_0505,-5705063.5,-3489364.54,-5704323.26,-3488624.31,64x64,310x310,1829x1829
tile_0506,-5721348.64,-3488624.31,-5720608.4,-3487884.08,64x64,310x310,1829x1829
tile_0507,-5720608.4,-3488624.31,-5719868.17,-3487884.08,64x64,310x310,1829x1829
tile_0508,-5719868.17,-3488624.31,-5719127.94,-3487884.08,64x64,310x310,1829x1829
tile_0509,-5719127.94,-3488624.31,-5718387.7,-3487884.08,64x64,310x310,1829x1829
tile_0510,-5718387.7,-3488624.31,-5717647.47,-3487884.08,64x64,310x310,1829x1829
tile_0511,-5717647.47,-3488624.31,-5716907.24,-3487884.08,64x64,310x310,1829x1829
tile_0512,-5716907.24,-3488624.31,-5716167.0,-3487884.08,64x64,310x310,1829x1829
tile_0513,-5716167.0,-3488624.31,-5715426.77,-3487884.08,64x64,310x310,1829x1829
tile_0514,-5715426.77,-3488624.31,-5714686.53,-3487884.08,64x64,310x310,1829x1829
tile_0515,-5714686.53,-3488624.31,-5713946.3,-3487884.08,64x64,310x310,1829x1829
tile_0516,-5713946.3,-3488624.31,-5713206.07,-3487884.08,64x64,310x310,1829x1829
tile_0517,-5713206.07,-3488624.31,-5712465.83,-3487884.08,64x64,310x310,1829x1829
tile_0518,-5712465.83,-3488624.31,-5711725.6,-3487884.08,64x64,310x310,1829x1829
tile_0519,-5711725.6,-3488624.31,-5710985.37,-3487884.08,64x64,310x310,1829x1829
tile_0520,-5710985.37,-3488624.31,-5710245.13,-3487884.08,64x64,310x310,1829x1829
tile_0521,-5710245.13,-3488624.31,-5709504.9,-3487884.08,64x64,310x310,1829x1829
tile_0522,-5709504.9,-3488624.31,-5708764.66,-3487884.08,64x64,310x310,1829x1829
tile_0523,-5708764.66,-3488624.31,-5708024.43,-3487884.08,64x64,310x310,1829x1829
tile_0524,-5708024.43,-3488624.31,-5707284.2,-3487884.08,64x64,310x310,1829x1829
tile_0525,-5707284.2,-3488624.31,-5706543.96,-3487884.08,64x64,310x310,1829x1829
tile_0526,-5706543.96,-3488624.31,-5705803.73,-3487884.08,64x64,310x310,1829x1829
tile_0527,-5705803.73,-3488624.31,-5705063.5,-3487884.08,64x64,310x310,1829x1829
tile_0528,-5705063.5,-3488624.31,-5704323.26,-3487884.08,64x64,310x310,1829x1829
tile_0529,-5721348.64,-3487884.08,-5720608.4,-3487143.84,64x64,310x310,1829x1829
tile_0530,-5720608.4,-3487884.08,-5719868.17,-3487143.84,64x64,310x310,1829x1829
tile_0531,-5719868.17,-3487884.08,-5719127.94,-3487143.84,64x64,310x310,1829x1829
tile_0532,-5719127.94,-3487884.08,-5718387.7,-3487143.84,64x64,310x310,1829x1829
tile_0533,-5718387.7,-3487884.08,-5717647.47,-3487143.84,64x64,310x310,1829x1829
tile_0534,-5717647.47,-3487884.08,-5716907.24,-3487143.84,64x64,310x310,1829x1829
tile_0535,-5716907.24,-3487884.08,-5716167.0,-3487143.84,64x64,310x310,1829x1829
tile_0536,-5716167.0,-3487884.08,-5715426.77,-3487143.84,64x64,310x310,1829x1829
tile_0537,-5715426.77,-3487884.08,-5714686.53,-3487143.84,64x64,310x310,1829x1829
tile_0538,-5714686.53,-3487884.08,-5713946.3,-3487143.84,64x64,310x310,1829x1829
tile_0539,-5713946.3,-3487884.08,-5713206.07,-3487143.84,64x64,310x310,1829x1829
tile_0540,-5713206.07,-3487884.08,-5712465.83,-3487143.84,64x64,310x310,1829x1829
tile_0541,-5712465.83,-3487884.08,-5711725.6,-3487143.84,64x64,310x310,1829x1829
tile_0542,-5711725.6,-3487884.08,-5710985.37,-3487143.84,64x64,310x310,1829x1829
tile_0543,-5710985.37,-3487884.08,-5710245.13,-3487143.84,64x64,310x310,1829x1829
tile_0544,-5710245.13,-3487884.08,-5709504.9,-3487143.84,64x64,310x310,1829x1829
tile_0545,-5709504.9,-3487884.08,-5708764.66,-3487143.84,64x64,310x310,1829x1829
tile_0546,-5708764.66,-3487884.08,-5708024.43,-3487143.84,64x64,310x310,1829x1829
tile_0547,-5708024.43,-3487884.08,-5707284.2,-3487143.84,64x64,310x310,1829x1829
tile_0548,-5707284.2,-3487884.08,-5706543.96,-3487143.84,64x64,310x310,1829x1829
tile_0549,-5706543.96,-3487884.08,-5705803.73,-3487143.84,64x64,310x310,1829x1829
tile_0550,-5705803.73,-3487884.08,-5705063.5,-3487143.84,64x64,310x310,1829x1829
tile_0551,-5705063.5,-3487884.08,-5704323.26,-3487143.84,64x64,310x310,1829x1829
tile_0552,-5721348.64,-3487143.84,-5720608.4,-3486403.61,64x64,310x310,1829x1829
tile_0553,-5720608.4,-3487143.84,-5719868.17,-3486403.61,64x64,310x310,1829x1829
tile_0554,-5719868.17,-3487143.84,-5719127.94,-3486403.61,64x64,310x310,1829x1829
tile_0555,-5719127.94,-3487143.84,-5718387.7,-3486403.61,64x64,310x310,1829x1829
tile_0556,-5718387.7,-3487143.84,-5717647.47,-3486403.61,64x64,310x310,1829x1829
tile_0557,-5717647.47,-3487143.84,-5716907.24,-3486403.61,64x64,310x310,1829x1829
tile_0558,-5716907.24,-3487143.84,-5716167.0,-3486403.61,64x64,310x310,1829x1829
tile_0559,-5716167.0,-3487143.84,-5715426.77,-3486403.61,64x64,310x310,1829x1829
tile_0560,-5715426.77,-3487143.84,-5714686.53,-3486403.61,64x64,310x310,1829x1829
tile_0561,-5714686.53,-3487143.84,-5713946.3,-3486403.61,64x64,310x310,1829x1829
tile_0562,-5713946.3,-3487143.84,-5713206.07,-3486403.61,64x64,310x310,1829x1829
tile_0563,-5713206.07,-3487143.84,-5712465.83,-3486403.61,64x64,310x310,1829x1829
tile_0564,-5712465.83,-3487143.84,-5711725.6,-3486403.61,64x64,310x310,1829x1829
tile_0565,-5711725.6,-3487143.84,-5710985.37,-3486403.61,64x64,310x310,1829x1829
tile_0566,-5710985.37,-3487143.84,-5710245.13,-3486403.61,64x64,310x310,1829x1829
tile_0567,-5710245.13,-3487143.84,-5709504.9,-3486403.61,64x64,310x310,1829x1829
tile_0568,-5709504.9,-3487143.84,-5708764.66,-3486403.61,64x64,310x310,1829x1829
tile_0569,-5708764.66,-3487143.84,-5708024.43,-3486403.61,64x64,310x310,1829x1829
tile_0570,-5708024.43,-3487143.84,-5707284.2,-3486403.61,64x64,310x310,1829x1829
tile_0571,-5707284.2,-3487143.84,-5706543.96,-3486403.61,64x64,310x310,1829x1829
tile_0572,-5706543.96,-3487143.84,-5705803.73,-3486403.61,64x64,310x310,1829x1829
tile_0573,-5705803.73,-3487143.84,-5705063.5,-3486403.61,64x64,310x310,1829x1829
tile_0574,-5705063.5,-3487143.84,-5704323.26,-3486403.61,64x64,310x310,1829x1829
