tile_id,generic_clip_lr,generic_clip_sr,remote_clip_lr,remote_clip_sr
tile_0342,1.9465112686157227,2.264930158853531,1.7600719630718231,2.1458035707473755
tile_0343,1.8198831379413605,2.296080142259598,1.5231022238731384,2.0221318304538727
tile_0344,1.744985282421112,2.2875607013702393,1.5409182012081146,2.1596279740333557
tile_0345,2.0503681898117065,2.201930284500122,1.5587614476680756,2.1568626165390015
tile_0346,1.8043386936187744,2.3368486762046814,1.393771916627884,2.2266559302806854
tile_0347,2.010611742734909,2.1846958994865417,1.5349102020263672,2.246861457824707
tile_0348,2.037631720304489,1.8915003538131714,1.66446253657341,2.117103487253189
tile_0349,2.10591584444046,2.187849134206772,1.4819055795669556,2.1538688242435455
tile_0350,1.8426349759101868,2.184228003025055,1.6641473770141602,2.032438814640045
tile_0351,2.1051213145256042,2.2539131343364716,1.5371803939342499,2.027518153190613
tile_0352,1.7817232012748718,2.102937400341034,1.4105415344238281,1.9005724787712097
tile_0353,1.9129019975662231,2.1205082535743713,1.5939749777317047,1.75569087266922
tile_0354,1.599721759557724,2.1106967329978943,1.5291158854961395,1.8249523639678955
tile_0355,1.815258115530014,2.239921987056732,1.9312511384487152,2.1543723344802856
tile_0356,1.635686457157135,2.1637682616710663,1.6557300090789795,2.024884521961212
tile_0357,1.5749546885490417,1.9282706081867218,1.495109498500824,2.018752247095108
tile_0358,1.7132321000099182,2.137567698955536,1.7204344272613525,2.0780882239341736
tile_0359,1.8399578332901,2.1671393513679504,1.7880696058273315,2.0025286078453064
tile_0360,1.9758906960487366,2.171071171760559,1.3732235133647919,1.887199878692627
tile_0361,1.9185645878314972,2.222813367843628,1.4912329614162445,2.191617339849472
tile_0362,1.945783793926239,2.23093718290329,1.3991926610469818,2.0278503000736237
tile_0363,2.0253951847553253,2.3014575242996216,1.5315048396587372,2.1029503643512726
tile_0364,1.8713149428367615,2.2687526047229767,1.459285020828247,1.8139120936393738
tile_0365,1.9033846259117126,2.194274365901947,1.3903504610061646,1.9175073504447937
tile_0366,1.8817761540412903,2.2935259342193604,1.478341668844223,2.07093209028244
tile_0367,1.8789157271385193,2.2512640058994293,1.5383268892765045,2.0853646099567413
tile_0368,1.8415699899196625,2.2803106904029846,1.5373487770557404,2.1740612387657166
tile_0369,2.004767060279846,2.3493702709674835,1.6005481779575348,2.1410173177719116
tile_0370,1.8451222777366638,2.2279347479343414,1.4492140710353851,2.241784632205963
tile_0371,1.826421320438385,2.2895485162734985,1.3567516207695007,2.220456302165985
tile_0372,1.918695718050003,2.283535599708557,1.5864907205104828,2.1474801003932953
tile_0373,1.6919581592082977,2.2155186533927917,1.5734884142875671,2.1684035658836365
tile_0374,1.6688399016857147,2.314023971557617,1.6324982047080994,2.045830190181732
tile_0375,1.8182942271232605,2.1446695923805237,1.1901862919330597,1.8344670534133911
tile_0376,1.8343797326087952,1.9665361940860748,1.6070230305194855,1.7770755290985107
tile_0377,1.7236164212226868,2.10220068693161,1.7025262117385864,2.074495851993561
tile_0378,1.8948926031589508,2.154707908630371,1.6808219254016876,2.01561838388443
tile_0379,1.613316833972931,2.0784997940063477,1.4256879687309265,1.7912295460700989
tile_0380,1.946074366569519,1.7490167915821075,1.5898297727108002,2.0556288957595825
tile_0381,1.9239260256290436,2.1921326220035553,1.669452041387558,1.99273020029068
tile_0382,2.006617486476898,2.1719709038734436,1.65569007396698,2.052653431892395
tile_0383,1.7748937010765076,2.2584176063537598,1.6072498261928558,2.126728594303131
tile_0384,1.6697350144386292,2.2930893301963806,1.4450423419475555,1.8782800436019897
tile_0385,2.0143163204193115,2.33542263507843,1.5092992782592773,2.090388238430023
tile_0386,1.6489969193935394,2.2720059752464294,1.2088707089424133,1.8331721425056458
tile_0387,1.6795048117637634,2.185627818107605,1.355256736278534,1.8940410017967224
tile_0388,1.970386952161789,2.255672812461853,1.4657394587993622,1.6540901362895966
tile_0389,1.7345735430717468,2.3351964354515076,1.3984209299087524,1.7771172523498535
tile_0390,1.7527945339679718,2.296294867992401,1.3788485527038574,2.0436057448387146
tile_0391,1.820780485868454,2.2398796677589417,1.4730621874332428,2.293277680873871
tile_0392,1.7089828848838806,2.2200292348861694,1.3663612306118011,1.7704519629478455
tile_0393,2.057652324438095,2.408962845802307,1.4099416136741638,2.0975838601589203
tile_0394,1.9068655371665955,2.3441898822784424,1.411992758512497,2.214263081550598
tile_0395,1.9648490846157074,2.1662144362926483,1.5852540731430054,1.7648884654045105
tile_0396,1.9252736866474152,2.3140591382980347,1.5637315809726715,1.999698281288147
tile_0397,1.81819349527359,2.3238664865493774,1.5446636080741882,1.895485520362854
tile_0398,1.7214341461658478,2.3395945131778717,1.2171240150928497,2.139531970024109
tile_0399,1.9685308635234833,2.239094227552414,1.3473905622959137,2.12020605802536
tile_0400,1.7665988206863403,2.305374890565872,1.4932768046855927,2.0690366625785828
tile_0401,2.111540287733078,2.2873790562152863,1.1510932445526123,1.7840176820755005
tile_0402,1.6492173075675964,2.2377440333366394,1.4781716465950012,1.907203197479248
tile_0403,1.975216269493103,2.1111176908016205,1.705974042415619,2.085258662700653
tile_0404,1.9281783699989319,1.9629068672657013,1.7508772015571594,2.116904854774475
tile_0405,1.7382754385471344,2.1702496707439423,1.7065168917179108,1.9480276107788086
tile_0406,2.052795886993408,2.282811403274536,1.4569106698036194,2.0146650075912476
tile_0407,1.9307419657707214,2.2964490950107574,1.518053412437439,2.1064986288547516
tile_0408,1.945931613445282,2.2688865661621094,1.5318909287452698,2.1757610142230988
tile_0409,2.018575668334961,2.2518135607242584,1.578764021396637,2.2296643257141113
tile_0410,2.058459520339966,2.206832766532898,1.4531482756137848,1.9937381148338318
tile_0411,1.9231314957141876,2.1037763357162476,1.321641057729721,1.9782298803329468
tile_0412,1.6232089698314667,2.2500482201576233,1.4618448913097382,1.908077895641327
tile_0413,2.0516160130500793,2.268034666776657,1.2602491676807404,2.0673149824142456
tile_0414,2.0166659355163574,2.1193474531173706,1.337771862745285,2.129022777080536
tile_0415,2.075638622045517,2.1915075182914734,1.4341814815998077,1.9900152087211609
tile_0416,2.063784897327423,2.3511619865894318,1.541609764099121,2.1958890557289124
tile_0417,1.691402792930603,2.2339996695518494,1.5774980187416077,2.095024883747101
tile_0418,1.7436769604682922,2.152506858110428,1.6661733388900757,2.1484163403511047
tile_0419,1.8582731485366821,2.379772365093231,1.262897253036499,2.296941876411438
tile_0420,1.6468937695026398,2.2541779279708862,1.2396501004695892,2.209100127220154
tile_0421,1.7569106817245483,2.271789461374283,1.4599524438381195,1.9281083345413208
tile_0422,1.8273228406906128,2.3249444365501404,1.6570684313774109,2.1426688134670258
tile_0423,1.5371614694595337,2.3438994586467743,1.5995870530605316,2.081095576286316
tile_0424,1.7211328446865082,2.1132640540599823,1.5189772844314575,1.9101932644844055
tile_0425,1.7873501777648926,2.042100429534912,1.731494814157486,2.0239172875881195
tile_0426,1.9244694709777832,1.9926536083221436,1.5954479575157166,2.079766094684601
tile_0427,1.9592997431755066,2.0706962049007416,1.6275157034397125,2.041868567466736
tile_0428,1.8382391333580017,2.206665575504303,1.6264736652374268,1.9536061584949493
tile_0429,2.1516305208206177,2.254500389099121,1.4088547229766846,2.094370126724243
tile_0430,1.9185112416744232,2.3096850514411926,1.4929059147834778,2.1020546555519104
tile_0431,1.6933013498783112,2.2133685648441315,1.574116200208664,2.108083665370941
tile_0432,2.0348915457725525,2.1872225403785706,1.150333285331726,2.196802496910095
tile_0433,2.0171740651130676,2.3304691910743713,1.1902274191379547,2.1817345917224884
tile_0434,1.8476200103759766,2.211642414331436,1.3456036150455475,2.2926464676856995
tile_0435,1.7800189554691315,2.279163897037506,1.6207794845104218,2.048594206571579
tile_0436,1.7632365226745605,2.2173458337783813,1.4432977139949799,2.087562680244446
tile_0437,1.8516647815704346,2.2824008762836456,1.3661865890026093,2.0749181509017944
tile_0438,2.0764383673667908,2.240867018699646,1.384948045015335,2.135317772626877
tile_0439,2.197403907775879,2.2786861658096313,1.5777373313903809,2.209472954273224
tile_0440,1.9435064494609833,2.319442331790924,1.621122807264328,2.200518548488617
tile_0441,1.5160468220710754,2.326313704252243,1.6255295276641846,2.1236373484134674
tile_0442,1.907193511724472,2.2612830996513367,1.382971704006195,2.21560537815094
tile_0443,1.925790160894394,2.3629315197467804,1.6047874093055725,2.0776715874671936
tile_0444,2.0077046751976013,2.2419437766075134,1.5090137720108032,1.981334537267685
tile_0445,1.7085090279579163,2.30607807636261,1.5389813482761383,2.156776934862137
tile_0446,1.8222782015800476,2.296232730150223,1.4132146537303925,2.1295487880706787
tile_0447,1.9344726204872131,2.2184237837791443,1.312164068222046,2.1265698969364166
tile_0448,1.90283864736557,2.1940532326698303,1.4299750328063965,1.8330831825733185
tile_0449,1.9460228085517883,2.2015005350112915,1.6568922996520996,2.1449553966522217
tile_0450,1.9360876083374023,2.097727358341217,1.717216670513153,2.061791270971298
tile_0451,1.9362838566303253,2.179071456193924,1.4625662565231323,1.7128190398216248
tile_0452,2.0957571268081665,2.2666722536087036,1.4856065809726715,2.1095508337020874
tile_0453,2.1320801973342896,2.2545528411865234,1.610262244939804,2.063824236392975
tile_0454,2.1272188425064087,2.265046536922455,1.485121101140976,2.1699747443199158
tile_0455,1.950431764125824,2.2938472032546997,1.4471197128295898,2.0918649435043335
tile_0456,1.8846490979194641,2.2084008157253265,1.3801692426204681,1.9852843880653381
tile_0457,1.6987550258636475,2.255066931247711,1.6502514481544495,1.7987088859081268
tile_0458,1.6883072257041931,2.199866473674774,1.505647897720337,1.9237875938415527
tile_0459,1.6644275188446045,2.3301589488983154,1.2701593339443207,2.024146318435669
tile_0460,2.0111042261123657,2.2849053144454956,1.3966146111488342,1.9137988984584808
tile_0461,2.1298788487911224,2.2895295917987823,1.2107180058956146,1.9153663516044617
tile_0462,2.2112077474594116,2.299976348876953,1.5185356140136719,2.0936359465122223
tile_0463,2.065606117248535,2.277975380420685,1.4381615817546844,2.1740305423736572
tile_0464,1.9145771861076355,2.174624651670456,1.6905197501182556,2.0437225699424744
tile_0465,1.8093793094158173,2.228434681892395,1.608225405216217,2.1212027966976166
tile_0466,1.7920929193496704,2.304616868495941,1.3286617398262024,2.221202403306961
tile_0467,1.98977530002594,2.3197759687900543,1.4044652879238129,1.920461505651474
tile_0468,1.8800869584083557,2.3051491379737854,1.4685821533203125,1.9394496083259583
tile_0469,1.7986798286437988,2.2161225974559784,1.3933323323726654,1.9892477989196777
tile_0470,1.6837568581104279,2.3054593801498413,1.4978963136672974,2.1128420531749725
tile_0471,2.0143869519233704,2.3080728948116302,1.6871459782123566,2.167787104845047
tile_0472,1.9619719684123993,2.323492169380188,1.5146264433860779,2.0607545971870422
tile_0473,1.8199791014194489,2.271837741136551,1.5281057357788086,1.8705397844314575
tile_0474,1.5497493743896484,2.348371744155884,1.3597291707992554,1.862984299659729
tile_0475,1.9874992966651917,2.2873687744140625,1.5688517689704895,2.0720230042934418
tile_0476,2.097580134868622,2.192976325750351,1.3737882673740387,2.11860790848732
tile_0477,1.8985450267791748,2.093151807785034,1.6088582575321198,1.9562846422195435
tile_0478,2.074296623468399,2.3429882526397705,1.643446832895279,2.1975913643836975
tile_0479,1.6814899444580078,2.3106224834918976,1.629539132118225,2.3024843633174896
tile_0480,1.9650918245315552,2.1562135219573975,1.501990258693695,2.112342119216919
tile_0481,1.927926391363144,2.2371427714824677,1.5055623650550842,2.1440553665161133
tile_0482,1.809147447347641,2.2490835189819336,1.467304527759552,2.1923309564590454
tile_0483,1.7588582634925842,2.21963569521904,1.7124618589878082,2.0815248787403107
tile_0484,1.7882566154003143,2.313362956047058,1.3380196690559387,2.0174072682857513
tile_0485,2.00883150100708,2.2157222032546997,1.4915069937705994,2.1794259548187256
tile_0486,1.870417296886444,2.264363020658493,1.5072137117385864,2.2135409712791443
tile_0487,1.7016027867794037,2.147515118122101,1.438738852739334,2.077544778585434
tile_0488,1.6771842539310455,2.1651042997837067,1.457422822713852,1.8897561728954315
tile_0489,1.8219706416130066,2.290419042110443,1.3431206345558167,2.2210904955863953
tile_0490,1.7315839231014252,2.3110687732696533,1.3445016741752625,2.255196273326874
tile_0491,1.5636160969734192,2.2165952622890472,1.2763673067092896,2.289213091135025
tile_0492,1.8564105033874512,2.2750358283519745,1.508377343416214,2.2990235686302185
tile_0493,1.7549237608909607,2.3168765008449554,1.4581242203712463,2.2354915738105774
tile_0494,1.8170225620269775,2.2373363375663757,1.5698590874671936,2.3292264342308044
tile_0495,1.498115211725235,1.9256970286369324,1.5992605686187744,2.117161899805069
tile_0496,1.8138186633586884,2.1838149428367615,1.5920525789260864,1.8688425421714783
tile_0497,1.8765953183174133,2.2355352342128754,1.5672454237937927,1.8482205271720886
tile_0498,1.5156231820583344,2.2071513533592224,1.54642254114151,1.8908917903900146
tile_0499,1.8804201483726501,2.25245863199234,1.598876714706421,2.0158712565898895
tile_0500,2.187497764825821,2.313092052936554,1.28827303647995,1.9230711460113525
tile_0501,1.9140751659870148,2.3404762148857117,1.6888144612312317,2.0518136024475098
tile_0502,1.9245707988739014,2.2487184405326843,1.4794515073299408,2.2075408697128296
tile_0503,2.0481067895889282,2.3490802943706512,1.4318463206291199,1.9155235588550568
tile_0504,1.868629902601242,2.100238800048828,1.6007272899150848,2.110678255558014
tile_0505,1.7773312330245972,2.1740147471427917,1.597827523946762,2.0758241415023804
tile_0506,1.9233991205692291,2.1576884388923645,1.9446521997451782,1.9112670421600342
tile_0507,1.666511595249176,2.3163041472434998,1.6753709316253662,2.185370773077011
tile_0508,2.077661007642746,2.3044194281101227,1.5269573032855988,2.036905735731125
tile_0509,1.871505230665207,2.316794991493225,1.4180473983287811,2.1003447473049164
tile_0510,1.7929136753082275,2.145078629255295,1.4425230026245117,1.8150551617145538
tile_0511,1.926797777414322,2.264268398284912,1.293049305677414,1.8383771181106567
tile_0512,2.0019763708114624,2.2773203253746033,1.3558334112167358,2.2271952033042908
tile_0513,1.7430752515792847,2.311673015356064,1.3899782299995422,2.3217596113681793
tile_0514,1.9233153760433197,2.3427143692970276,1.458446979522705,2.146490216255188
tile_0515,1.9373755156993866,2.3296061158180237,1.5127158164978027,2.253124713897705
tile_0516,1.96670264005661,2.319055199623108,1.3061034679412842,2.2242727875709534
tile_0517,1.6412550210952759,2.24700391292572,1.5157465636730194,2.065291702747345
tile_0518,1.9474929571151733,2.342175394296646,1.6731137037277222,2.2252385318279266
tile_0519,2.057397812604904,2.2391170263290405,1.591002494096756,2.019830346107483
tile_0520,1.8828986585140228,2.306201159954071,1.3799397647380829,1.9800540804862976
tile_0521,1.9538918137550354,2.155255675315857,1.4212216436862946,1.9669868052005768
tile_0522,2.034006416797638,2.097802460193634,1.4382758736610413,1.9202223420143127
tile_0523,1.902729570865631,2.28053942322731,1.4026035368442535,2.01958030462265
tile_0524,2.019730508327484,2.2063493728637695,1.412995308637619,2.064674347639084
tile_0525,2.086588740348816,2.170158624649048,1.4751170575618744,1.867513507604599
tile_0526,2.0681503415107727,2.306514233350754,1.5837052464485168,2.104262262582779
tile_0527,1.7279501259326935,2.172011137008667,1.5030232071876526,1.9572947919368744
tile_0528,1.9133171439170837,2.2394299507141113,1.6761809587478638,1.9628529250621796
tile_0529,1.8515756726264954,2.1760067343711853,1.5650472044944763,1.9782255589962006
tile_0530,2.1740499138832092,2.2600556910037994,1.475929170846939,2.0709319412708282
tile_0531,2.0640119910240173,2.2914692759513855,1.8139861524105072,2.1736490726470947
tile_0532,2.0661690831184387,2.258712649345398,1.3787730038166046,2.202162742614746
tile_0533,1.9023078680038452,2.2950029373168945,1.7384064197540283,2.0538218319416046
tile_0534,1.5661156177520752,2.1368567645549774,1.1772648990154266,1.861352026462555
tile_0535,1.6727840900421143,2.3286551237106323,1.3446740806102753,2.1686092019081116
tile_0536,1.843632161617279,2.321386933326721,1.654522716999054,2.314056158065796
tile_0537,1.778174340724945,2.3383447527885437,1.38180673122406,2.110830247402191
tile_0538,2.0210103690624237,2.249349057674408,1.3694030046463013,2.2359374165534973
tile_0539,1.8424241244792938,2.1982160210609436,1.4774680137634277,2.1827059984207153
tile_0540,1.7175433039665222,2.3581597208976746,1.329832673072815,2.1540765464305878
tile_0541,1.9572484493255615,2.354714572429657,1.498323529958725,2.2918081283569336
tile_0542,1.9898849725723267,2.213396430015564,1.2540143728256226,2.02374130487442
tile_0543,1.6799737513065338,1.9652549922466278,1.2573136389255524,2.2114095091819763
tile_0544,1.954299807548523,2.338511496782303,1.412915289402008,2.1763452887535095
tile_0545,2.074786275625229,2.298888862133026,1.5524262189865112,2.045062333345413
tile_0546,1.8163774907588959,2.2418293356895447,1.478736400604248,2.182968258857727
tile_0547,1.8607597053050995,2.192889451980591,1.594780683517456,2.205542027950287
tile_0548,1.84373140335083,2.3481272161006927,1.6318000853061676,2.0415985584259033
tile_0549,1.9105395674705505,2.2376085817813873,1.6416959464550018,2.1371641755104065
tile_0550,2.1365687251091003,2.2467315196990967,1.6375023126602173,2.043256014585495
tile_0551,1.859462410211563,2.1559059619903564,1.6419179737567902,1.9882802665233612
tile_0552,1.7011770606040955,2.1904751658439636,1.663493663072586,1.9290634989738464
tile_0553,1.9796468317508698,2.3003679513931274,1.5321974456310272,2.031620740890503
tile_0554,1.9786874949932098,2.2090452909469604,1.5395162999629974,2.012510746717453
tile_0555,2.137962281703949,2.365681380033493,1.5001904964447021,2.0843419432640076
tile_0556,1.7581446468830109,2.0963843166828156,1.5680468082427979,1.9031652808189392
tile_0557,1.446952223777771,2.209138870239258,1.3589651882648468,2.0175838470458984
tile_0558,1.6955210268497467,2.323283553123474,1.5204644203186035,2.336636632680893
tile_0559,1.9298210740089417,2.263409197330475,1.4778771996498108,2.3226922750473022
tile_0560,1.9960269331932068,2.172980010509491,1.3486485183238983,1.9781991839408875
tile_0561,1.8232198059558868,2.3328903317451477,1.665489822626114,2.2098293900489807
tile_0562,2.109646499156952,2.2058406472206116,1.400725394487381,2.2007709741592407
tile_0563,1.8927472829818726,2.2653357684612274,1.5038801729679108,2.258482277393341
tile_0564,1.898588091135025,2.2684484720230103,1.2009432166814804,2.259325087070465
tile_0565,1.9682879745960236,2.348494380712509,1.3282616436481476,2.0725366473197937
tile_0566,1.8028521537780762,2.2810307145118713,1.5380090475082397,1.8523404002189636
tile_0567,2.0511920750141144,2.1611349284648895,1.5033423900604248,1.9003942608833313
tile_0568,2.0793844759464264,2.25378155708313,1.4815901219844818,1.9692616164684296
tile_0569,1.7325577139854431,2.2638078033924103,1.6083705425262451,2.0824599266052246
tile_0570,1.8423749506473541,2.1669982373714447,1.4626099169254303,2.008207142353058
tile_0571,1.8116407096385956,2.256968170404434,1.5918022394180298,2.0496612787246704
tile_0572,1.9870531558990479,2.3219044506549835,1.5745782852172852,2.1788346767425537
tile_0573,1.6937769949436188,2.138826996088028,1.8121331930160522,2.0410139858722687
tile_0574,1.8486467003822327,2.2712141275405884,1.5851812064647675,2.1523091197013855
