tile_id,generic_clip_lr,generic_clip_sr,remote_clip_lr,remote_clip_sr
tile_0104,1.6984795033931732,2.2334295511245728,1.3631226122379303,2.0459187030792236
tile_0105,1.406611055135727,2.1849894523620605,1.6666898131370544,2.0096635818481445
tile_0106,1.9224974513053894,2.232562303543091,1.7099553346633911,2.1203890442848206
tile_0107,1.9420097768306732,2.184275835752487,1.6630962491035461,2.171928882598877
tile_0108,1.8335631489753723,2.0483240485191345,1.7482848465442657,2.0743289589881897
tile_0109,1.38748437166214,2.3423752188682556,1.24285988509655,1.9817715883255005
tile_0110,1.7100238800048828,2.318105697631836,1.2104158848524094,2.0162060856819153
tile_0111,1.8631091713905334,2.370363026857376,1.5354451537132263,1.8002146482467651
tile_0112,2.0334237813949585,2.100130021572113,1.762019395828247,2.1414099633693695
tile_0113,2.017321288585663,2.1925461292266846,1.6166681051254272,2.2233927249908447
tile_0114,2.035684585571289,2.2807860374450684,1.268402636051178,2.1587470173835754
tile_0115,1.6455408930778503,2.2220833599567413,1.573517918586731,2.119346857070923
tile_0116,1.6234764456748962,1.9840320944786072,1.5642604231834412,1.9525672495365143
tile_0117,1.7903193831443787,2.137860059738159,1.4920911192893982,1.8231083452701569
tile_0118,1.5060952305793762,2.2182631492614746,1.5482431650161743,2.0785051584243774
tile_0119,1.823294460773468,2.3247134685516357,1.541665494441986,2.189638614654541
tile_0120,1.834382712841034,2.347170412540436,1.5373995900154114,1.8835951387882233
tile_0121,1.9137144088745117,2.1780289709568024,1.5049195289611816,1.868935376405716
tile_0122,2.008313536643982,2.3219947516918182,1.7620103061199188,2.091098427772522
tile_0123,1.67026087641716,2.1852105855941772,1.4505651593208313,1.8246805667877197
tile_0124,1.5877264738082886,2.0609310269355774,1.623390018939972,2.0484358072280884
tile_0125,1.721738874912262,2.1275511384010315,1.6428327560424805,2.126814126968384
tile_0126,1.8072618544101715,2.315356135368347,1.5011507272720337,2.04071581363678
tile_0127,1.976993978023529,2.3803596198558807,1.6015736758708954,2.001711428165436
tile_0128,1.5796132385730743,2.254149168729782,1.3937729597091675,2.0737160742282867
tile_0129,1.6507594287395477,2.058582156896591,1.6070881485939026,2.0619556307792664
tile_0130,1.7550642788410187,2.12299644947052,1.5495654940605164,1.9505098462104797
tile_0131,1.7093415558338165,2.248924970626831,1.5221129357814789,2.1995869278907776
tile_0132,1.4238815009593964,2.0197995007038116,1.5493839979171753,1.7016881704330444
tile_0133,2.089029997587204,2.3138274252414703,1.499788612127304,1.8529097735881805
tile_0134,2.05856129527092,2.1137085556983948,1.845024824142456,1.9728069007396698
tile_0135,2.1569448709487915,2.0453545451164246,1.8644258379936218,2.1331143379211426
tile_0136,1.9724544882774353,1.9904717803001404,1.7096364498138428,1.994999349117279
tile_0137,1.8813496828079224,2.1186305582523346,1.7782318592071533,1.9557800889015198
tile_0138,1.918141394853592,2.144335061311722,1.430763155221939,1.9919009506702423
tile_0139,1.646604835987091,1.8477042019367218,1.6239887475967407,2.2481030225753784
tile_0140,1.5414993464946747,1.8395939469337463,1.6992782056331635,2.1142765879631042
tile_0141,1.5915855765342712,1.940784603357315,1.6571670770645142,2.0672641694545746
tile_0142,1.5620918571949005,2.233990430831909,1.546940803527832,2.085472196340561
tile_0143,1.6248062252998352,2.336140424013138,1.5475863218307495,2.1657443046569824
tile_0144,1.6716450452804565,2.147659510374069,1.5640874207019806,1.8652483820915222
tile_0145,1.6943550109863281,2.3086732625961304,1.5161646902561188,2.0231086015701294
tile_0146,1.6268636286258698,2.2694814205169678,1.4625288546085358,1.8131142854690552
tile_0147,1.7915812134742737,2.1942633390426636,1.591380536556244,1.928396224975586
tile_0148,1.5826281905174255,2.2312483191490173,1.3850055634975433,2.0109423995018005
tile_0149,1.9878663122653961,2.2094500064849854,1.486332267522812,2.0436474680900574
tile_0150,1.8992997705936432,2.288466989994049,1.4461928606033325,1.9221194088459015
tile_0151,1.5889783203601837,2.33798548579216,1.5782254934310913,2.0504410564899445
tile_0152,1.84877410531044,2.2800925374031067,1.3075743615627289,1.943979561328888
tile_0153,2.055923342704773,2.02361598610878,1.8002620339393616,1.9477224349975586
tile_0154,1.5766926109790802,1.9468122720718384,1.5938393771648407,2.0881199836730957
tile_0155,1.857287883758545,1.9495880603790283,1.575586199760437,2.085413634777069
tile_0156,1.956813931465149,2.2239305078983307,1.6285115480422974,2.108774781227112
tile_0157,2.0452892780303955,2.1916595101356506,1.9228807091712952,2.128710001707077
tile_0158,1.9371582567691803,2.328382283449173,1.9070939719676971,2.180323600769043
tile_0159,2.09412544965744,2.217877358198166,1.7849649488925934,2.0686963200569153
tile_0160,1.9934189319610596,2.208787500858307,1.745293140411377,2.276729792356491
tile_0161,1.8795955181121826,2.1687018871307373,1.6781117022037506,2.086896300315857
tile_0162,1.5115843713283539,2.111611068248749,1.5363571047782898,2.015548497438431
tile_0163,2.083481550216675,1.8149039149284363,1.7261186242103577,1.9220098853111267
tile_0164,2.0380979776382446,2.176271677017212,1.6924633085727692,2.2061631083488464
tile_0165,2.1642015874385834,2.176183760166168,1.7976412177085876,2.265544980764389
tile_0166,1.5067099034786224,2.0626628398895264,1.4809578657150269,2.029387354850769
tile_0167,1.9628658890724182,2.2245456278324127,1.747862696647644,2.1620292961597443
tile_0168,1.9375056028366089,2.338196337223053,1.3737793266773224,1.9314637780189514
tile_0169,2.0306777954101562,2.275523692369461,1.4102432131767273,1.9831950962543488
tile_0170,2.017318457365036,2.328890562057495,1.4586685597896576,2.0413625240325928
tile_0171,1.879727840423584,2.3503170907497406,1.3293841481208801,2.105865776538849
tile_0172,2.094397246837616,2.0728763937950134,1.8179768323898315,2.1415257453918457
tile_0173,1.7414659261703491,2.2749608755111694,1.4970523118972778,2.135067880153656
tile_0174,2.034597545862198,2.243894636631012,1.6598284244537354,2.117006480693817
tile_0175,1.7267544567584991,2.326095998287201,1.3484302163124084,1.8484526872634888
tile_0176,1.7490415275096893,2.257545441389084,1.7783114314079285,2.14425265789032
tile_0177,1.8536955118179321,2.2105054557323456,1.712746024131775,2.0353367924690247
tile_0178,1.8710066378116608,2.202378064393997,1.646854281425476,2.0643605291843414
tile_0179,1.9273723661899567,2.342112958431244,1.6719378530979156,2.163783013820648
tile_0180,2.131739854812622,2.2270986437797546,1.622946560382843,2.0587384700775146
tile_0181,2.0729948580265045,2.049292027950287,1.76584392786026,2.1296975016593933
tile_0182,1.8663744628429413,2.1601445972919464,1.6557097434997559,2.0237429440021515
tile_0183,2.007691115140915,2.150270491838455,1.8556387722492218,2.148490250110626
tile_0184,1.8564173579216003,2.2578750550746918,1.572246253490448,2.197120189666748
tile_0185,1.8607404828071594,2.2576892375946045,1.5006762742996216,2.1256428956985474
tile_0186,1.5837308764457703,2.214386761188507,1.19740329682827,2.0083993673324585
tile_0187,1.4918863773345947,2.206338047981262,1.152394488453865,1.8308568000793457
tile_0188,1.5455362200737,2.1226657927036285,1.4113575220108032,1.860213279724121
tile_0189,1.760537326335907,1.883765161037445,1.4650090038776398,2.0656663179397583
tile_0190,1.909651905298233,1.9425718486309052,1.7699828743934631,2.023245394229889
tile_0191,1.826753169298172,2.190396338701248,1.5043947100639343,2.029794603586197
tile_0192,1.8020576238632202,2.2417305409908295,1.4940162003040314,2.148021012544632
tile_0193,1.7213360965251923,2.1179553866386414,1.7451752722263336,2.1198374032974243
tile_0194,1.780312955379486,2.182157039642334,1.4204874634742737,2.0351147651672363
tile_0195,1.7408165335655212,2.337249517440796,1.3852490484714508,2.152075320482254
tile_0196,1.8881957232952118,2.2565102577209473,1.3900893926620483,2.0539243519306183
tile_0197,2.0043662190437317,2.1282322704792023,1.607363522052765,1.9773072004318237
tile_0198,1.6122037172317505,2.197311818599701,1.3898682594299316,2.12476447224617
tile_0199,1.8889546394348145,2.180781215429306,1.6729885339736938,2.161817252635956
tile_0200,1.8212595582008362,2.1282416582107544,1.646798998117447,1.9844721257686615
tile_0201,1.9350281357765198,2.283068150281906,1.7512646317481995,2.2561968863010406
tile_0202,1.7186883091926575,2.1593743562698364,1.879311352968216,2.0697012543678284
tile_0203,1.8809863924980164,2.2241683304309845,1.8100981414318085,2.0952120423316956
tile_0204,1.8420970439910889,2.019534856081009,1.7500004172325134,2.0708315074443817
tile_0205,1.8620891869068146,2.2997957468032837,1.669882982969284,2.2386132180690765
tile_0206,1.9657053053379059,2.251538932323456,1.6301903128623962,2.210903763771057
tile_0207,1.9700616598129272,2.243362069129944,1.170150339603424,2.193067967891693
tile_0208,2.1045327186584473,2.3244592547416687,1.2799511849880219,2.196367532014847
tile_0209,1.6933569312095642,2.3196177184581757,1.3978998363018036,2.0247364044189453
tile_0210,1.7577189207077026,2.2591061890125275,1.4775541424751282,2.1181756258010864
tile_0211,1.5358147025108337,2.2437046468257904,1.5671008825302124,1.9321942329406738
tile_0212,1.707974523305893,2.3210710287094116,1.711171418428421,1.9305352866649628
tile_0213,1.4416180551052094,2.111770361661911,1.439432054758072,1.8451176583766937
tile_0214,1.84377983212471,1.9619067013263702,1.6835394501686096,2.1727879345417023
tile_0215,1.7863523960113525,2.1193283796310425,1.7988383769989014,2.126123309135437
tile_0216,1.5530765056610107,2.1695297956466675,1.7469199001789093,1.968393325805664
tile_0217,1.2998636066913605,2.097127139568329,1.423851102590561,2.022978961467743
tile_0218,1.9702057540416718,2.2439315915107727,1.488354504108429,2.1672528982162476
tile_0219,1.9676624238491058,2.070237845182419,1.7541855573654175,2.1081477403640747
tile_0220,1.792888194322586,2.0744502544403076,1.611117273569107,2.0191432535648346
tile_0221,1.5472711622714996,1.9379541277885437,1.6354110836982727,1.932716965675354
tile_0222,1.90464586019516,2.0879152417182922,1.6465696692466736,2.0535552501678467
tile_0223,1.5808376669883728,2.2339120507240295,1.6024425625801086,1.9232839345932007
tile_0224,1.5666782855987549,2.1679966151714325,1.719413697719574,1.9123342633247375
tile_0225,1.6595320403575897,2.0542344450950623,1.595076471567154,1.9035065174102783
tile_0226,1.6630826890468597,2.1530681848526,1.6570088267326355,2.1969471871852875
tile_0227,1.9701948761940002,2.2694891691207886,1.532028615474701,2.0871061086654663
tile_0228,1.5604016184806824,2.1412885189056396,1.609165072441101,2.0260274410247803
tile_0229,1.9619908928871155,2.2953148186206818,1.642531156539917,2.1574537456035614
tile_0230,1.8403658270835876,2.2485946118831635,1.3093610107898712,2.200581282377243
tile_0231,1.897381842136383,2.290530502796173,1.2826889753341675,2.1632902324199677
tile_0232,1.613105684518814,2.2816137969493866,1.4481966197490692,1.9814959168434143
tile_0233,1.9536018371582031,2.3087717592716217,1.8336547911167145,2.1946293115615845
tile_0234,1.7647571861743927,2.317507416009903,1.2162639200687408,1.996302604675293
tile_0235,1.6135819256305695,2.1719861030578613,1.3625621795654297,2.1230654418468475
tile_0236,1.7284461855888367,2.181471288204193,1.684105098247528,2.0097193121910095
tile_0237,1.6567879915237427,2.232199013233185,1.6938462853431702,1.9230853021144867
tile_0238,1.544727087020874,1.9953978061676025,1.6290022432804108,1.8365184962749481
tile_0239,1.9141292572021484,2.278212010860443,1.7715154588222504,2.1991416811943054
tile_0240,1.444539874792099,1.4909464120864868,1.5257693827152252,1.8709808588027954
tile_0241,2.1013540029525757,2.0374420285224915,1.9487287104129791,2.003192901611328
tile_0242,1.9336511194705963,2.0586469769477844,1.8476983904838562,2.1219979226589203
tile_0243,1.9811910390853882,2.094743549823761,1.9676561653614044,2.137841433286667
tile_0244,2.1214236319065094,2.136443704366684,1.7929454147815704,2.003154158592224
tile_0245,2.0324796438217163,2.2040167450904846,1.6426445543766022,2.055540978908539
tile_0246,1.8576577305793762,1.7905965447425842,1.5240484476089478,1.75810307264328
tile_0247,1.6825661063194275,1.9534620642662048,1.5941977500915527,1.9694000482559204
tile_0248,1.5499094128608704,1.791178584098816,1.59396693110466,1.8381579220294952
tile_0249,1.5238472819328308,1.8764641880989075,1.7175216972827911,1.9870403409004211
tile_0250,2.077587842941284,2.040518820285797,1.560731679201126,2.155059278011322
tile_0251,1.8394741415977478,2.3193195462226868,1.5497346222400665,2.0868006348609924
tile_0252,1.9984671473503113,2.2834253311157227,1.794787347316742,2.1565914154052734
tile_0253,1.6886688768863678,2.2212745249271393,1.335296481847763,1.921456754207611
tile_0254,2.0822307467460632,2.3271483182907104,1.4317671954631805,2.122257798910141
tile_0255,1.8331588804721832,2.335032820701599,1.2378191947937012,2.0449143648147583
tile_0256,1.8638354539871216,2.1716034412384033,1.6566650569438934,2.0965293049812317
tile_0257,2.020939737558365,2.082870304584503,1.4497736096382141,2.1152131259441376
tile_0258,1.9395437836647034,2.322230488061905,1.470198929309845,2.2477442026138306
tile_0259,1.7791242897510529,2.1787600219249725,1.5003080666065216,1.9404445588588715
tile_0260,1.7173096537590027,2.145758420228958,1.5942484140396118,1.9092163443565369
tile_0261,1.9343650341033936,2.2167284786701202,1.4713001251220703,2.22652405500412
tile_0262,2.078966796398163,2.1390727162361145,1.6595420241355896,1.8807536363601685
tile_0263,1.688009798526764,2.3068949580192566,1.4839452505111694,2.019531726837158
tile_0264,1.5272033214569092,2.3021218180656433,1.5927085280418396,2.100832164287567
tile_0265,1.6120895743370056,2.27132648229599,1.8116603791713715,2.066660374403
tile_0266,1.8984189629554749,2.249494194984436,1.6281422972679138,2.1019895374774933
tile_0267,1.758170872926712,2.0630761981010437,1.6481894254684448,2.060466706752777
tile_0268,1.7100150883197784,1.8620160222053528,1.6148284077644348,2.140410989522934
tile_0269,2.113928943872452,2.162177562713623,1.8997812271118164,2.172451913356781
tile_0270,1.8299777805805206,2.228783667087555,1.7931076884269714,2.0350876450538635
tile_0271,1.7232054471969604,1.9658443331718445,1.626708209514618,2.0235486328601837
tile_0272,1.7519402503967285,2.2368593513965607,1.5417870879173279,1.8037629127502441
tile_0273,2.043694704771042,2.187325209379196,1.7210203409194946,1.963399350643158
tile_0274,1.8852034211158752,2.2794660925865173,1.7135921120643616,2.1976351737976074
tile_0275,1.962307095527649,2.228131592273712,1.7131529748439789,2.145746201276779
tile_0276,1.8055349588394165,2.194071114063263,1.1213783919811249,2.2041544318199158
tile_0277,1.8752920627593994,2.0421063899993896,1.5632076561450958,2.059704065322876
tile_0278,2.178039997816086,2.261292040348053,1.6163353621959686,1.7647765576839447
tile_0279,1.9739237427711487,2.3670700192451477,1.6682453453540802,1.9330471754074097
tile_0280,1.7998495697975159,2.3292145133018494,1.722646951675415,2.064473479986191
tile_0281,1.700339913368225,2.098039835691452,1.7355245351791382,2.053314596414566
tile_0282,1.7600014805793762,2.2653494775295258,1.6894838213920593,2.0032696425914764
tile_0283,1.6601680219173431,2.2897280752658844,1.563250571489334,1.9033759832382202
tile_0284,1.99989914894104,2.161738872528076,1.5843217074871063,2.1641966700553894
tile_0285,1.8068918585777283,2.2586333751678467,1.5319903194904327,2.0383714139461517
tile_0286,1.8242056667804718,2.3319539427757263,1.7423471808433533,2.2228391468524933
tile_0287,1.9828830659389496,2.2706469893455505,1.5173205733299255,2.2034993767738342
tile_0288,1.7769578099250793,2.168917804956436,1.743064522743225,2.068168520927429
tile_0289,2.0634695887565613,2.0009320974349976,1.7577607929706573,2.0077209174633026
tile_0290,1.8920208513736725,2.1531203389167786,1.7938774824142456,1.93712517619133
tile_0291,1.9543343782424927,2.330760508775711,1.681104302406311,1.9826386868953705
tile_0292,1.969970464706421,2.0691311359405518,1.782166063785553,2.054348438978195
tile_0293,1.8219861388206482,2.129404991865158,1.726117730140686,2.267957329750061
tile_0294,1.5419833362102509,1.9143463671207428,1.652146726846695,2.0279505848884583
tile_0295,2.128402590751648,2.2454509139060974,1.723669320344925,1.8821445107460022
tile_0296,1.986534595489502,2.1929167211055756,1.6934901475906372,2.1028858423233032
tile_0297,1.9571581482887268,2.1443161368370056,1.635838896036148,2.096349447965622
tile_0298,1.8260213732719421,2.1183685958385468,1.7846882343292236,2.166828215122223
tile_0299,1.9406792521476746,2.294638752937317,1.4955241978168488,2.2377127408981323
tile_0300,1.91206693649292,2.202674150466919,1.2453749030828476,2.1711839735507965
tile_0301,2.120393216609955,2.2880542278289795,1.536397635936737,2.1030963957309723
tile_0302,1.6971641778945923,2.2012558579444885,1.3097085058689117,2.061270922422409
tile_0303,2.065393328666687,2.18654602766037,1.6396646201610565,2.028377652168274
tile_0304,2.0894616842269897,1.992001086473465,1.728820651769638,2.0149198174476624
tile_0305,1.8820442259311676,1.9214943051338196,1.6679669916629791,2.1826887130737305
tile_0306,1.9987791776657104,2.1739032864570618,1.7864437401294708,1.9834008812904358
tile_0307,1.665540337562561,2.292470484972,1.5439867973327637,2.0177750289440155
tile_0308,1.650916337966919,2.2816404700279236,1.7677368223667145,2.111590802669525
tile_0309,2.0149359107017517,2.040799558162689,1.5138745307922363,1.971413493156433
tile_0310,1.759960651397705,1.9982355833053589,1.799226552248001,2.116433084011078
tile_0311,1.848975419998169,2.052154839038849,1.6535177826881409,1.925402581691742
tile_0312,1.568673700094223,2.2444874048233032,1.6796889901161194,1.9872856140136719
tile_0313,1.631798893213272,2.0297330617904663,1.5404430031776428,1.8934531509876251
tile_0314,1.76073357462883,2.0975445210933685,1.6967561841011047,1.9045999646186829
tile_0315,1.773124486207962,2.3101383447647095,1.8099531531333923,2.1548864245414734
tile_0316,1.6234923899173737,2.185988873243332,1.4349544048309326,1.9926752150058746
tile_0317,1.6106179356575012,1.8519972264766693,1.5074008703231812,2.0471614599227905
tile_0318,1.6652947664260864,2.035416215658188,1.7379681766033173,2.173180878162384
tile_0319,2.014303356409073,2.13031068444252,1.9066527485847473,2.1981489658355713
tile_0320,1.8690627813339233,1.9952841103076935,1.4327290654182434,2.04406276345253
tile_0321,1.769135296344757,2.0368805527687073,1.7900851368904114,2.2174592316150665
tile_0322,1.8520066142082214,2.22884401679039,1.563825011253357,2.115827202796936
tile_0323,2.0523178577423096,2.2563250362873077,1.4102225005626678,2.0695774257183075
tile_0324,1.847812831401825,2.2045496106147766,1.4752130210399628,2.0118050277233124
tile_0325,1.8927009403705597,2.247443199157715,1.3413582742214203,1.9764097034931183
tile_0326,1.8414056301116943,2.3011013865470886,1.4935274422168732,2.1206021308898926
tile_0327,1.8667852878570557,2.063387930393219,1.5917304158210754,1.9501148164272308
tile_0328,1.9072869420051575,2.167569547891617,1.4753064513206482,1.9460690021514893
tile_0329,1.729625165462494,2.1817660331726074,1.787591129541397,2.0886316895484924
tile_0330,1.842450499534607,2.25082591176033,1.4972904324531555,2.1765418350696564
tile_0331,1.4854495227336884,2.070232927799225,1.5621007978916168,1.8265400826931
tile_0332,1.94588303565979,2.154637575149536,1.5575554966926575,2.003347873687744
tile_0333,2.046688497066498,2.166222780942917,1.5243734419345856,1.900864839553833
tile_0334,1.7236767709255219,2.198767364025116,1.4463058114051819,1.9077274203300476
tile_0335,1.6615180671215057,2.092215120792389,1.7652322351932526,2.0610590279102325
tile_0336,1.6513167321681976,1.8980780243873596,1.6601699590682983,1.9635370373725891
tile_0337,1.7865054309368134,2.1837452054023743,1.6056650876998901,1.9713254272937775
tile_0338,2.013743072748184,2.29897141456604,1.5022340416908264,2.036777138710022
tile_0339,1.968998908996582,2.3082785308361053,1.499737948179245,2.135792076587677
tile_0340,1.7641614377498627,2.279300093650818,1.6903269290924072,2.236568033695221
tile_0341,2.122827023267746,2.1466197073459625,1.716286987066269,1.996607929468155
